MapDate,FIPS,County,State,None,D0,D1,D2,D3,D4,ValidStart,ValidEnd,StatisticFormatID
20190319,48005,Angelina County,TX,100,0,0,0,0,0,3/19/2019,3/25/2019,1
20190312,48005,Angelina County,TX,100,0,0,0,0,0,3/12/2019,3/18/2019,1
20190305,48005,Angelina County,TX,100,0,0,0,0,0,3/5/2019,3/11/2019,1
20190226,48005,Angelina County,TX,100,0,0,0,0,0,2/26/2019,3/4/2019,1
20190219,48005,Angelina County,TX,100,0,0,0,0,0,2/19/2019,2/25/2019,1
20190212,48005,Angelina County,TX,100,0,0,0,0,0,2/12/2019,2/18/2019,1
20190205,48005,Angelina County,TX,100,0,0,0,0,0,2/5/2019,2/11/2019,1
20190129,48005,Angelina County,TX,100,0,0,0,0,0,1/29/2019,2/4/2019,1
20190122,48005,Angelina County,TX,100,0,0,0,0,0,1/22/2019,1/28/2019,1
20190115,48005,Angelina County,TX,100,0,0,0,0,0,1/15/2019,1/21/2019,1
20190108,48005,Angelina County,TX,100,0,0,0,0,0,1/8/2019,1/14/2019,1
20190101,48005,Angelina County,TX,100,0,0,0,0,0,1/1/2019,1/7/2019,1
20181225,48005,Angelina County,TX,100,0,0,0,0,0,12/25/2018,12/31/2018,1
20181218,48005,Angelina County,TX,100,0,0,0,0,0,12/18/2018,12/24/2018,1
20181211,48005,Angelina County,TX,100,0,0,0,0,0,12/11/2018,12/17/2018,1
20181204,48005,Angelina County,TX,100,0,0,0,0,0,12/4/2018,12/10/2018,1
20181127,48005,Angelina County,TX,100,0,0,0,0,0,11/27/2018,12/3/2018,1
20181120,48005,Angelina County,TX,100,0,0,0,0,0,11/20/2018,11/26/2018,1
20181113,48005,Angelina County,TX,100,0,0,0,0,0,11/13/2018,11/19/2018,1
20181106,48005,Angelina County,TX,100,0,0,0,0,0,11/6/2018,11/12/2018,1
20181030,48005,Angelina County,TX,100,0,0,0,0,0,10/30/2018,11/5/2018,1
20181023,48005,Angelina County,TX,100,0,0,0,0,0,10/23/2018,10/29/2018,1
20181016,48005,Angelina County,TX,100,0,0,0,0,0,10/16/2018,10/22/2018,1
20181009,48005,Angelina County,TX,100,0,0,0,0,0,10/9/2018,10/15/2018,1
20181002,48005,Angelina County,TX,100,0,0,0,0,0,10/2/2018,10/8/2018,1
20180925,48005,Angelina County,TX,100,0,0,0,0,0,9/25/2018,10/1/2018,1
20180918,48005,Angelina County,TX,100,0,0,0,0,0,9/18/2018,9/24/2018,1
20180911,48005,Angelina County,TX,85.38,14.62,0,0,0,0,9/11/2018,9/17/2018,1
20180904,48005,Angelina County,TX,85.14,14.86,0,0,0,0,9/4/2018,9/10/2018,1
20180828,48005,Angelina County,TX,85.14,14.86,0,0,0,0,8/28/2018,9/3/2018,1
20180821,48005,Angelina County,TX,85.14,14.86,0,0,0,0,8/21/2018,8/27/2018,1
20180814,48005,Angelina County,TX,85.41,14.59,0,0,0,0,8/14/2018,8/20/2018,1
20180807,48005,Angelina County,TX,85.41,14.59,0,0,0,0,8/7/2018,8/13/2018,1
20180731,48005,Angelina County,TX,49.72,50.28,13.29,0,0,0,7/31/2018,8/6/2018,1
20180724,48005,Angelina County,TX,54.28,45.72,0,0,0,0,7/24/2018,7/30/2018,1
20180717,48005,Angelina County,TX,54.28,45.72,0,0,0,0,7/17/2018,7/23/2018,1
20180710,48005,Angelina County,TX,35.8,64.2,0,0,0,0,7/10/2018,7/16/2018,1
20180703,48005,Angelina County,TX,0.89,99.11,60.64,0,0,0,7/3/2018,7/9/2018,1
20180626,48005,Angelina County,TX,1.12,98.88,59.09,0,0,0,6/26/2018,7/2/2018,1
20180619,48005,Angelina County,TX,1.12,98.88,52.9,0,0,0,6/19/2018,6/25/2018,1
20180612,48005,Angelina County,TX,0.99,99.01,46.98,0,0,0,6/12/2018,6/18/2018,1
20180605,48005,Angelina County,TX,0,100,0,0,0,0,6/5/2018,6/11/2018,1
20180529,48005,Angelina County,TX,100,0,0,0,0,0,5/29/2018,6/4/2018,1
20180522,48005,Angelina County,TX,100,0,0,0,0,0,5/22/2018,5/28/2018,1
20180515,48005,Angelina County,TX,100,0,0,0,0,0,5/15/2018,5/21/2018,1
20180508,48005,Angelina County,TX,100,0,0,0,0,0,5/8/2018,5/14/2018,1
20180501,48005,Angelina County,TX,100,0,0,0,0,0,5/1/2018,5/7/2018,1
20180424,48005,Angelina County,TX,100,0,0,0,0,0,4/24/2018,4/30/2018,1
20180417,48005,Angelina County,TX,100,0,0,0,0,0,4/17/2018,4/23/2018,1
20180410,48005,Angelina County,TX,100,0,0,0,0,0,4/10/2018,4/16/2018,1
20180403,48005,Angelina County,TX,100,0,0,0,0,0,4/3/2018,4/9/2018,1
20180327,48005,Angelina County,TX,100,0,0,0,0,0,3/27/2018,4/2/2018,1
20180320,48005,Angelina County,TX,100,0,0,0,0,0,3/20/2018,3/26/2018,1
20180313,48005,Angelina County,TX,100,0,0,0,0,0,3/13/2018,3/19/2018,1
20180306,48005,Angelina County,TX,100,0,0,0,0,0,3/6/2018,3/12/2018,1
20180227,48005,Angelina County,TX,100,0,0,0,0,0,2/27/2018,3/5/2018,1
20180220,48005,Angelina County,TX,42.65,57.35,21.07,0,0,0,2/20/2018,2/26/2018,1
20180213,48005,Angelina County,TX,13.33,86.67,21.07,0,0,0,2/13/2018,2/19/2018,1
20180206,48005,Angelina County,TX,0,100,99.12,0,0,0,2/6/2018,2/12/2018,1
20180130,48005,Angelina County,TX,0,100,98.97,0,0,0,1/30/2018,2/5/2018,1
20180123,48005,Angelina County,TX,0,100,100,0,0,0,1/23/2018,1/29/2018,1
20180116,48005,Angelina County,TX,0,100,65.5,0,0,0,1/16/2018,1/22/2018,1
20180109,48005,Angelina County,TX,0,100,65.07,0,0,0,1/9/2018,1/15/2018,1
20180102,48005,Angelina County,TX,0,100,65.07,0,0,0,1/2/2018,1/8/2018,1
20171226,48005,Angelina County,TX,0,100,65.07,0,0,0,12/26/2017,1/1/2018,1
20171219,48005,Angelina County,TX,0,100,66.94,0,0,0,12/19/2017,12/25/2017,1
20171212,48005,Angelina County,TX,0,100,66.93,0,0,0,12/12/2017,12/18/2017,1
20171205,48005,Angelina County,TX,0,100,66.93,0,0,0,12/5/2017,12/11/2017,1
20171128,48005,Angelina County,TX,0,100,10.11,0,0,0,11/28/2017,12/4/2017,1
20171121,48005,Angelina County,TX,2.34,97.66,0,0,0,0,11/21/2017,11/27/2017,1
20171114,48005,Angelina County,TX,100,0,0,0,0,0,11/14/2017,11/20/2017,1
20171107,48005,Angelina County,TX,100,0,0,0,0,0,11/7/2017,11/13/2017,1
20171031,48005,Angelina County,TX,100,0,0,0,0,0,10/31/2017,11/6/2017,1
20171024,48005,Angelina County,TX,100,0,0,0,0,0,10/24/2017,10/30/2017,1
20171017,48005,Angelina County,TX,38.21,61.79,0,0,0,0,10/17/2017,10/23/2017,1
20171010,48005,Angelina County,TX,100,0,0,0,0,0,10/10/2017,10/16/2017,1
20171003,48005,Angelina County,TX,100,0,0,0,0,0,10/3/2017,10/9/2017,1
20170926,48005,Angelina County,TX,100,0,0,0,0,0,9/26/2017,10/2/2017,1
20170919,48005,Angelina County,TX,100,0,0,0,0,0,9/19/2017,9/25/2017,1
20170912,48005,Angelina County,TX,100,0,0,0,0,0,9/12/2017,9/18/2017,1
20170905,48005,Angelina County,TX,100,0,0,0,0,0,9/5/2017,9/11/2017,1
20170829,48005,Angelina County,TX,100,0,0,0,0,0,8/29/2017,9/4/2017,1
20170822,48005,Angelina County,TX,100,0,0,0,0,0,8/22/2017,8/28/2017,1
20170815,48005,Angelina County,TX,100,0,0,0,0,0,8/15/2017,8/21/2017,1
20170808,48005,Angelina County,TX,100,0,0,0,0,0,8/8/2017,8/14/2017,1
20170801,48005,Angelina County,TX,100,0,0,0,0,0,8/1/2017,8/7/2017,1
20170725,48005,Angelina County,TX,100,0,0,0,0,0,7/25/2017,7/31/2017,1
20170718,48005,Angelina County,TX,100,0,0,0,0,0,7/18/2017,7/24/2017,1
20170711,48005,Angelina County,TX,100,0,0,0,0,0,7/11/2017,7/17/2017,1
20170704,48005,Angelina County,TX,100,0,0,0,0,0,7/4/2017,7/10/2017,1
20170627,48005,Angelina County,TX,100,0,0,0,0,0,6/27/2017,7/3/2017,1
20170620,48005,Angelina County,TX,100,0,0,0,0,0,6/20/2017,6/26/2017,1
20170613,48005,Angelina County,TX,100,0,0,0,0,0,6/13/2017,6/19/2017,1
20170606,48005,Angelina County,TX,100,0,0,0,0,0,6/6/2017,6/12/2017,1
20170530,48005,Angelina County,TX,100,0,0,0,0,0,5/30/2017,6/5/2017,1
20170523,48005,Angelina County,TX,100,0,0,0,0,0,5/23/2017,5/29/2017,1
20170516,48005,Angelina County,TX,72.88,27.12,0,0,0,0,5/16/2017,5/22/2017,1
20170509,48005,Angelina County,TX,72.88,27.12,0,0,0,0,5/9/2017,5/15/2017,1
20170502,48005,Angelina County,TX,72.88,27.12,0,0,0,0,5/2/2017,5/8/2017,1
20170425,48005,Angelina County,TX,72.88,27.12,0,0,0,0,4/25/2017,5/1/2017,1
20170418,48005,Angelina County,TX,72.88,27.12,0,0,0,0,4/18/2017,4/24/2017,1
20170411,48005,Angelina County,TX,51.86,48.14,0,0,0,0,4/11/2017,4/17/2017,1
20170404,48005,Angelina County,TX,52.22,47.78,0,0,0,0,4/4/2017,4/10/2017,1
20170328,48005,Angelina County,TX,30.76,69.24,0,0,0,0,3/28/2017,4/3/2017,1
20170321,48005,Angelina County,TX,0,100,0,0,0,0,3/21/2017,3/27/2017,1
20170314,48005,Angelina County,TX,0,100,0,0,0,0,3/14/2017,3/20/2017,1
20170307,48005,Angelina County,TX,0,100,0,0,0,0,3/7/2017,3/13/2017,1
20170228,48005,Angelina County,TX,20.3,79.7,0,0,0,0,2/28/2017,3/6/2017,1
20170221,48005,Angelina County,TX,100,0,0,0,0,0,2/21/2017,2/27/2017,1
20170214,48005,Angelina County,TX,99.79,0.21,0,0,0,0,2/14/2017,2/20/2017,1
20170207,48005,Angelina County,TX,100,0,0,0,0,0,2/7/2017,2/13/2017,1
20170131,48005,Angelina County,TX,100,0,0,0,0,0,1/31/2017,2/6/2017,1
20170124,48005,Angelina County,TX,100,0,0,0,0,0,1/24/2017,1/30/2017,1
20170117,48005,Angelina County,TX,79.49,20.51,0,0,0,0,1/17/2017,1/23/2017,1
20170110,48005,Angelina County,TX,79.49,20.51,0,0,0,0,1/10/2017,1/16/2017,1
20170103,48005,Angelina County,TX,79.49,20.51,0,0,0,0,1/3/2017,1/9/2017,1
20161227,48005,Angelina County,TX,59.46,40.54,0,0,0,0,12/27/2016,1/2/2017,1
20161220,48005,Angelina County,TX,59.46,40.54,0,0,0,0,12/20/2016,12/26/2016,1
20161213,48005,Angelina County,TX,44.39,55.61,0,0,0,0,12/13/2016,12/19/2016,1
20161206,48005,Angelina County,TX,44.39,55.61,0,0,0,0,12/6/2016,12/12/2016,1
20161129,48005,Angelina County,TX,0,100,100,2.13,0,0,11/29/2016,12/5/2016,1
20161122,48005,Angelina County,TX,0,100,100,61.12,0,0,11/22/2016,11/28/2016,1
20161115,48005,Angelina County,TX,0,100,100,61.12,0,0,11/15/2016,11/21/2016,1
20161108,48005,Angelina County,TX,0,100,70.19,21.23,0,0,11/8/2016,11/14/2016,1
20161101,48005,Angelina County,TX,0.08,99.92,44.95,18.77,0,0,11/1/2016,11/7/2016,1
20161025,48005,Angelina County,TX,3.89,96.11,36.8,0,0,0,10/25/2016,10/31/2016,1
20161018,48005,Angelina County,TX,15.31,84.69,1.06,0,0,0,10/18/2016,10/24/2016,1
20161011,48005,Angelina County,TX,2.08,97.92,0,0,0,0,10/11/2016,10/17/2016,1
20161004,48005,Angelina County,TX,100,0,0,0,0,0,10/4/2016,10/10/2016,1
20160927,48005,Angelina County,TX,100,0,0,0,0,0,9/27/2016,10/3/2016,1
20160920,48005,Angelina County,TX,100,0,0,0,0,0,9/20/2016,9/26/2016,1
20160913,48005,Angelina County,TX,100,0,0,0,0,0,9/13/2016,9/19/2016,1
20160906,48005,Angelina County,TX,100,0,0,0,0,0,9/6/2016,9/12/2016,1
20160830,48005,Angelina County,TX,100,0,0,0,0,0,8/30/2016,9/5/2016,1
20160823,48005,Angelina County,TX,100,0,0,0,0,0,8/23/2016,8/29/2016,1
20160816,48005,Angelina County,TX,99.72,0.28,0,0,0,0,8/16/2016,8/22/2016,1
20160809,48005,Angelina County,TX,13.42,86.58,0,0,0,0,8/9/2016,8/15/2016,1
20160802,48005,Angelina County,TX,100,0,0,0,0,0,8/2/2016,8/8/2016,1
20160726,48005,Angelina County,TX,100,0,0,0,0,0,7/26/2016,8/1/2016,1
20160719,48005,Angelina County,TX,100,0,0,0,0,0,7/19/2016,7/25/2016,1
20160712,48005,Angelina County,TX,100,0,0,0,0,0,7/12/2016,7/18/2016,1
20160705,48005,Angelina County,TX,100,0,0,0,0,0,7/5/2016,7/11/2016,1
20160628,48005,Angelina County,TX,100,0,0,0,0,0,6/28/2016,7/4/2016,1
20160621,48005,Angelina County,TX,100,0,0,0,0,0,6/21/2016,6/27/2016,1
20160614,48005,Angelina County,TX,100,0,0,0,0,0,6/14/2016,6/20/2016,1
20160607,48005,Angelina County,TX,100,0,0,0,0,0,6/7/2016,6/13/2016,1
20160531,48005,Angelina County,TX,100,0,0,0,0,0,5/31/2016,6/6/2016,1
20160524,48005,Angelina County,TX,100,0,0,0,0,0,5/24/2016,5/30/2016,1
20160517,48005,Angelina County,TX,100,0,0,0,0,0,5/17/2016,5/23/2016,1
20160510,48005,Angelina County,TX,100,0,0,0,0,0,5/10/2016,5/16/2016,1
20160503,48005,Angelina County,TX,100,0,0,0,0,0,5/3/2016,5/9/2016,1
20160426,48005,Angelina County,TX,100,0,0,0,0,0,4/26/2016,5/2/2016,1
20160419,48005,Angelina County,TX,100,0,0,0,0,0,4/19/2016,4/25/2016,1
20160412,48005,Angelina County,TX,100,0,0,0,0,0,4/12/2016,4/18/2016,1
20160405,48005,Angelina County,TX,100,0,0,0,0,0,4/5/2016,4/11/2016,1
20160329,48005,Angelina County,TX,100,0,0,0,0,0,3/29/2016,4/4/2016,1
20160322,48005,Angelina County,TX,100,0,0,0,0,0,3/22/2016,3/28/2016,1
20160315,48005,Angelina County,TX,100,0,0,0,0,0,3/15/2016,3/21/2016,1
20160308,48005,Angelina County,TX,0,100,0,0,0,0,3/8/2016,3/14/2016,1
20160301,48005,Angelina County,TX,100,0,0,0,0,0,3/1/2016,3/7/2016,1
20160223,48005,Angelina County,TX,100,0,0,0,0,0,2/23/2016,2/29/2016,1
20160216,48005,Angelina County,TX,0,100,0,0,0,0,2/16/2016,2/22/2016,1
20160209,48005,Angelina County,TX,99.99,0.01,0,0,0,0,2/9/2016,2/15/2016,1
20160202,48005,Angelina County,TX,100,0,0,0,0,0,2/2/2016,2/8/2016,1
20160126,48005,Angelina County,TX,100,0,0,0,0,0,1/26/2016,2/1/2016,1
20160119,48005,Angelina County,TX,100,0,0,0,0,0,1/19/2016,1/25/2016,1
20160112,48005,Angelina County,TX,100,0,0,0,0,0,1/12/2016,1/18/2016,1
20160105,48005,Angelina County,TX,100,0,0,0,0,0,1/5/2016,1/11/2016,1
20151229,48005,Angelina County,TX,100,0,0,0,0,0,12/29/2015,1/4/2016,1
20151222,48005,Angelina County,TX,100,0,0,0,0,0,12/22/2015,12/28/2015,1
20151215,48005,Angelina County,TX,100,0,0,0,0,0,12/15/2015,12/21/2015,1
20151208,48005,Angelina County,TX,100,0,0,0,0,0,12/8/2015,12/14/2015,1
20151201,48005,Angelina County,TX,100,0,0,0,0,0,12/1/2015,12/7/2015,1
20151124,48005,Angelina County,TX,100,0,0,0,0,0,11/24/2015,11/30/2015,1
20151117,48005,Angelina County,TX,53.32,46.68,0,0,0,0,11/17/2015,11/23/2015,1
20151110,48005,Angelina County,TX,53.32,46.68,0,0,0,0,11/10/2015,11/16/2015,1
20151103,48005,Angelina County,TX,9.06,90.94,49,0,0,0,11/3/2015,11/9/2015,1
20151027,48005,Angelina County,TX,0,100,63.39,3.47,0,0,10/27/2015,11/2/2015,1
20151020,48005,Angelina County,TX,0,100,100,100,34.65,4.42,10/20/2015,10/26/2015,1
20151013,48005,Angelina County,TX,0,100,100,100,22.2,0,10/13/2015,10/19/2015,1
20151006,48005,Angelina County,TX,0,100,100,72.95,22.2,0,10/6/2015,10/12/2015,1
20150929,48005,Angelina County,TX,0,100,100,50.04,7.45,0,9/29/2015,10/5/2015,1
20150922,48005,Angelina County,TX,0,100,100,99.97,7.45,0,9/22/2015,9/28/2015,1
20150915,48005,Angelina County,TX,0,100,100,88.99,7.45,0,9/15/2015,9/21/2015,1
20150908,48005,Angelina County,TX,0,100,100,100,0,0,9/8/2015,9/14/2015,1
20150901,48005,Angelina County,TX,0,100,100,100,0,0,9/1/2015,9/7/2015,1
20150825,48005,Angelina County,TX,0,100,100,0,0,0,8/25/2015,8/31/2015,1
20150818,48005,Angelina County,TX,0,100,100,0,0,0,8/18/2015,8/24/2015,1
20150811,48005,Angelina County,TX,0,100,52.78,0,0,0,8/11/2015,8/17/2015,1
20150804,48005,Angelina County,TX,46.23,53.77,0,0,0,0,8/4/2015,8/10/2015,1
20150728,48005,Angelina County,TX,77.42,22.58,0,0,0,0,7/28/2015,8/3/2015,1
20150721,48005,Angelina County,TX,100,0,0,0,0,0,7/21/2015,7/27/2015,1
20150714,48005,Angelina County,TX,100,0,0,0,0,0,7/14/2015,7/20/2015,1
20150707,48005,Angelina County,TX,100,0,0,0,0,0,7/7/2015,7/13/2015,1
20150630,48005,Angelina County,TX,100,0,0,0,0,0,6/30/2015,7/6/2015,1
20150623,48005,Angelina County,TX,100,0,0,0,0,0,6/23/2015,6/29/2015,1
20150616,48005,Angelina County,TX,100,0,0,0,0,0,6/16/2015,6/22/2015,1
20150609,48005,Angelina County,TX,100,0,0,0,0,0,6/9/2015,6/15/2015,1
20150602,48005,Angelina County,TX,100,0,0,0,0,0,6/2/2015,6/8/2015,1
20150526,48005,Angelina County,TX,100,0,0,0,0,0,5/26/2015,6/1/2015,1
20150519,48005,Angelina County,TX,100,0,0,0,0,0,5/19/2015,5/25/2015,1
20150512,48005,Angelina County,TX,100,0,0,0,0,0,5/12/2015,5/18/2015,1
20150505,48005,Angelina County,TX,100,0,0,0,0,0,5/5/2015,5/11/2015,1
20150428,48005,Angelina County,TX,100,0,0,0,0,0,4/28/2015,5/4/2015,1
20150421,48005,Angelina County,TX,100,0,0,0,0,0,4/21/2015,4/27/2015,1
20150414,48005,Angelina County,TX,100,0,0,0,0,0,4/14/2015,4/20/2015,1
20150407,48005,Angelina County,TX,100,0,0,0,0,0,4/7/2015,4/13/2015,1
20150331,48005,Angelina County,TX,100,0,0,0,0,0,3/31/2015,4/6/2015,1
20150324,48005,Angelina County,TX,100,0,0,0,0,0,3/24/2015,3/30/2015,1
20150317,48005,Angelina County,TX,100,0,0,0,0,0,3/17/2015,3/23/2015,1
20150310,48005,Angelina County,TX,100,0,0,0,0,0,3/10/2015,3/16/2015,1
20150303,48005,Angelina County,TX,100,0,0,0,0,0,3/3/2015,3/9/2015,1
20150224,48005,Angelina County,TX,100,0,0,0,0,0,2/24/2015,3/2/2015,1
20150217,48005,Angelina County,TX,100,0,0,0,0,0,2/17/2015,2/23/2015,1
20150210,48005,Angelina County,TX,100,0,0,0,0,0,2/10/2015,2/16/2015,1
20150203,48005,Angelina County,TX,100,0,0,0,0,0,2/3/2015,2/9/2015,1
20150127,48005,Angelina County,TX,100,0,0,0,0,0,1/27/2015,2/2/2015,1
20150120,48005,Angelina County,TX,100,0,0,0,0,0,1/20/2015,1/26/2015,1
20150113,48005,Angelina County,TX,100,0,0,0,0,0,1/13/2015,1/19/2015,1
20150106,48005,Angelina County,TX,100,0,0,0,0,0,1/6/2015,1/12/2015,1
20141230,48005,Angelina County,TX,100,0,0,0,0,0,12/30/2014,1/5/2015,1
20141223,48005,Angelina County,TX,100,0,0,0,0,0,12/23/2014,12/29/2014,1
20141216,48005,Angelina County,TX,100,0,0,0,0,0,12/16/2014,12/22/2014,1
20141209,48005,Angelina County,TX,100,0,0,0,0,0,12/9/2014,12/15/2014,1
20141202,48005,Angelina County,TX,100,0,0,0,0,0,12/2/2014,12/8/2014,1
20141125,48005,Angelina County,TX,100,0,0,0,0,0,11/25/2014,12/1/2014,1
20141118,48005,Angelina County,TX,100,0,0,0,0,0,11/18/2014,11/24/2014,1
20141111,48005,Angelina County,TX,100,0,0,0,0,0,11/11/2014,11/17/2014,1
20141104,48005,Angelina County,TX,100,0,0,0,0,0,11/4/2014,11/10/2014,1
20141028,48005,Angelina County,TX,100,0,0,0,0,0,10/28/2014,11/3/2014,1
20141021,48005,Angelina County,TX,100,0,0,0,0,0,10/21/2014,10/27/2014,1
20141014,48005,Angelina County,TX,100,0,0,0,0,0,10/14/2014,10/20/2014,1
20141007,48005,Angelina County,TX,100,0,0,0,0,0,10/7/2014,10/13/2014,1
20140930,48005,Angelina County,TX,74.42,25.58,0,0,0,0,9/30/2014,10/6/2014,1
20140923,48005,Angelina County,TX,74.42,25.58,0,0,0,0,9/23/2014,9/29/2014,1
20140916,48005,Angelina County,TX,74.42,25.58,0,0,0,0,9/16/2014,9/22/2014,1
20140909,48005,Angelina County,TX,74.42,25.58,0,0,0,0,9/9/2014,9/15/2014,1
20140902,48005,Angelina County,TX,74.42,25.58,0,0,0,0,9/2/2014,9/8/2014,1
20140826,48005,Angelina County,TX,100,0,0,0,0,0,8/26/2014,9/1/2014,1
20140819,48005,Angelina County,TX,100,0,0,0,0,0,8/19/2014,8/25/2014,1
20140812,48005,Angelina County,TX,100,0,0,0,0,0,8/12/2014,8/18/2014,1
20140805,48005,Angelina County,TX,100,0,0,0,0,0,8/5/2014,8/11/2014,1
20140729,48005,Angelina County,TX,100,0,0,0,0,0,7/29/2014,8/4/2014,1
20140722,48005,Angelina County,TX,100,0,0,0,0,0,7/22/2014,7/28/2014,1
20140715,48005,Angelina County,TX,98.06,1.94,0,0,0,0,7/15/2014,7/21/2014,1
20140708,48005,Angelina County,TX,98.06,1.94,0,0,0,0,7/8/2014,7/14/2014,1
20140701,48005,Angelina County,TX,95.13,4.87,0,0,0,0,7/1/2014,7/7/2014,1
20140624,48005,Angelina County,TX,95.13,4.87,0,0,0,0,6/24/2014,6/30/2014,1
20140617,48005,Angelina County,TX,95.13,4.87,0,0,0,0,6/17/2014,6/23/2014,1
20140610,48005,Angelina County,TX,95.13,4.87,0,0,0,0,6/10/2014,6/16/2014,1
20140603,48005,Angelina County,TX,0,100,0,0,0,0,6/3/2014,6/9/2014,1
20140527,48005,Angelina County,TX,0,100,0,0,0,0,5/27/2014,6/2/2014,1
20140520,48005,Angelina County,TX,0,100,0,0,0,0,5/20/2014,5/26/2014,1
20140513,48005,Angelina County,TX,0,100,0,0,0,0,5/13/2014,5/19/2014,1
20140506,48005,Angelina County,TX,0,100,100,0,0,0,5/6/2014,5/12/2014,1
20140429,48005,Angelina County,TX,0,100,98.82,0,0,0,4/29/2014,5/5/2014,1
20140422,48005,Angelina County,TX,0,100,80.49,0,0,0,4/22/2014,4/28/2014,1
20140415,48005,Angelina County,TX,18.3,81.7,0,0,0,0,4/15/2014,4/21/2014,1
20140408,48005,Angelina County,TX,18.81,81.19,0,0,0,0,4/8/2014,4/14/2014,1
20140401,48005,Angelina County,TX,0.05,99.95,55.43,0,0,0,4/1/2014,4/7/2014,1
20140325,48005,Angelina County,TX,0,100,64.24,0,0,0,3/25/2014,3/31/2014,1
20140318,48005,Angelina County,TX,0,100,62.67,0,0,0,3/18/2014,3/24/2014,1
20140311,48005,Angelina County,TX,0,100,89.2,0,0,0,3/11/2014,3/17/2014,1
20140304,48005,Angelina County,TX,0,100,89.2,0,0,0,3/4/2014,3/10/2014,1
20140225,48005,Angelina County,TX,0,100,0.26,0,0,0,2/25/2014,3/3/2014,1
20140218,48005,Angelina County,TX,0,100,0,0,0,0,2/18/2014,2/24/2014,1
20140211,48005,Angelina County,TX,0,100,0,0,0,0,2/11/2014,2/17/2014,1
20140204,48005,Angelina County,TX,2.6,97.4,0,0,0,0,2/4/2014,2/10/2014,1
20140128,48005,Angelina County,TX,47.54,52.46,0,0,0,0,1/28/2014,2/3/2014,1
20140121,48005,Angelina County,TX,65.02,34.98,0,0,0,0,1/21/2014,1/27/2014,1
20140114,48005,Angelina County,TX,95.89,4.11,0,0,0,0,1/14/2014,1/20/2014,1
20140107,48005,Angelina County,TX,100,0,0,0,0,0,1/7/2014,1/13/2014,1
20131231,48005,Angelina County,TX,100,0,0,0,0,0,12/31/2013,1/6/2014,1
20131224,48005,Angelina County,TX,100,0,0,0,0,0,12/24/2013,12/30/2013,1
20131217,48005,Angelina County,TX,100,0,0,0,0,0,12/17/2013,12/23/2013,1
20131210,48005,Angelina County,TX,100,0,0,0,0,0,12/10/2013,12/16/2013,1
20131203,48005,Angelina County,TX,100,0,0,0,0,0,12/3/2013,12/9/2013,1
20131126,48005,Angelina County,TX,100,0,0,0,0,0,11/26/2013,12/2/2013,1
20131119,48005,Angelina County,TX,100,0,0,0,0,0,11/19/2013,11/25/2013,1
20131112,48005,Angelina County,TX,100,0,0,0,0,0,11/12/2013,11/18/2013,1
20131105,48005,Angelina County,TX,100,0,0,0,0,0,11/5/2013,11/11/2013,1
20131029,48005,Angelina County,TX,32.83,67.17,0,0,0,0,10/29/2013,11/4/2013,1
20131022,48005,Angelina County,TX,32.83,67.17,0,0,0,0,10/22/2013,10/28/2013,1
20131015,48005,Angelina County,TX,0,100,0,0,0,0,10/15/2013,10/21/2013,1
20131008,48005,Angelina County,TX,0,100,0,0,0,0,10/8/2013,10/14/2013,1
20131001,48005,Angelina County,TX,0,100,0,0,0,0,10/1/2013,10/7/2013,1
20130924,48005,Angelina County,TX,0,100,100,50.99,0,0,9/24/2013,9/30/2013,1
20130917,48005,Angelina County,TX,0,100,100,87.63,48.08,0,9/17/2013,9/23/2013,1
20130910,48005,Angelina County,TX,0,100,100,87.63,48.08,0,9/10/2013,9/16/2013,1
20130903,48005,Angelina County,TX,0,100,100,87.63,0,0,9/3/2013,9/9/2013,1
20130827,48005,Angelina County,TX,0,100,100,0,0,0,8/27/2013,9/2/2013,1
20130820,48005,Angelina County,TX,0,100,100,0,0,0,8/20/2013,8/26/2013,1
20130813,48005,Angelina County,TX,0,100,21.16,0,0,0,8/13/2013,8/19/2013,1
20130806,48005,Angelina County,TX,0,100,1.57,0,0,0,8/6/2013,8/12/2013,1
20130730,48005,Angelina County,TX,2.79,97.21,1.57,0,0,0,7/30/2013,8/5/2013,1
20130723,48005,Angelina County,TX,0,100,1.57,0,0,0,7/23/2013,7/29/2013,1
20130716,48005,Angelina County,TX,0,100,1.57,0,0,0,7/16/2013,7/22/2013,1
20130709,48005,Angelina County,TX,10.72,89.28,1.79,0,0,0,7/9/2013,7/15/2013,1
20130702,48005,Angelina County,TX,85.14,14.86,1.02,0,0,0,7/2/2013,7/8/2013,1
20130625,48005,Angelina County,TX,81.82,18.18,0,0,0,0,6/25/2013,7/1/2013,1
20130618,48005,Angelina County,TX,81.82,18.18,0,0,0,0,6/18/2013,6/24/2013,1
20130611,48005,Angelina County,TX,81.82,18.18,0,0,0,0,6/11/2013,6/17/2013,1
20130604,48005,Angelina County,TX,81.1,18.9,0,0,0,0,6/4/2013,6/10/2013,1
20130528,48005,Angelina County,TX,10.67,89.33,5.22,0,0,0,5/28/2013,6/3/2013,1
20130521,48005,Angelina County,TX,1.99,98.01,33.34,0,0,0,5/21/2013,5/27/2013,1
20130514,48005,Angelina County,TX,1.99,98.01,33.34,0,0,0,5/14/2013,5/20/2013,1
20130507,48005,Angelina County,TX,0,100,52.81,0,0,0,5/7/2013,5/13/2013,1
