pond,cycle,Pond_Cycle,No_Spec,Connectance,Weighted_connectance,Unique_Nodes,UniqueEdges,TotalEdges,modularity,mean_Distance,harm.centrality,betweenness,betweenness_weighted,skewness,J,mean_t,sd_t,B,markov_memory,time_memory,meanDayOnset,medDayOnset,event.rate
1,1,pond_1_cycle_1,7,0.16666666666666666,0.6952380952380952,15,35,73,0.31018952899230623,1.9042568542568534,0.95176310483265,0.4531004709576138,6.3076923076923075,3.2549312548315865,0.8873428216630548,3.5205479452054793,4.362433027314943,0.10679780720570335,0,0.12057864955111669,190.47297297297297,185.5,0.0041156691930622135
1,2,pond_1_cycle_2,5,0.2361111111111111,1.5833333333333333,9,17,57,0.13604185903354873,1.6167153996101358,1.407311635322665,0.7053571428571429,5.642857142857143,2.334349078250705,0.6966042093933452,5.701754385964913,12.542733969856672,0.37496143769407975,0,0.08709252989348715,187.91379310344828,233.5,0.0023480571303249173
1,3,pond_1_cycle_3,4,0.47619047619047616,2.7142857142857144,7,20,57,0,0.8606764928193501,2.3673555856435784,0.4222222222222222,3.8666666666666667,1.163420655000152,0.8728755123572265,5.894736842105263,6.955686806302338,0.08256147759988798,0,-0.08226598786792093,165.3793103448276,159,0.0026490871524087072
1,4,pond_1_cycle_4,7,0.12368421052631579,0.5105263157894737,20,47,97,0.3183122542246785,2.4050039872408333,0.8520670977645203,0.2686980609418282,4.17738791423002,3.06413138545692,0.8993936769754105,3.597938144329897,4.305180488411686,0.08948902034087873,0,-0.03437115322738093,170.58163265306123,160.5,0.0031568661344697864
1,5,pond_1_cycle_5,6,0.24444444444444444,1.7333333333333334,10,22,78,0,0.907019400352734,1.9589586897613598,0.9027777777777778,8.180555555555555,0.8147620661835587,0.905923995911627,3.948717948717949,4.111742563248203,0.02022522339613676,0,-0.26365915700926246,147.9493670886076,155,0.0031441250199055032
1,6,pond_1_cycle_6,6,0.1858974358974359,0.8333333333333334,13,29,65,0.2595266272189349,1.5679487179487166,1.1443536257212132,0.66635101010101,8.719696969696969,1.0655885842702377,0.9088177110222546,4.323076923076923,4.3269059828722165,4.426667470822632e-4,0,-0.12149634105877682,187.87878787878788,194.5,0.003584055293971414
1,7,pond_1_cycle_7,7,0.14761904761904762,0.5523809523809524,15,31,58,0.3156956004756242,1.7673015873015887,0.9106944918991448,0.5168759811616954,8.175824175824175,1.7293673084897467,0.9287460847473729,4.879310344827586,6.173166568378318,0.11706482028519642,0,0.08542921739074946,147,141,0.0035695168226000692
1,8,pond_1_cycle_8,6,0.16666666666666666,0.5619047619047619,15,35,59,0.14593507612754958,1.812074829931971,0.9168012891238313,0.45015698587127156,7.884615384615385,3.1406263409000035,0.9170577139007958,3.8135593220338984,3.9237322849340797,0.014239215541645447,0,0.11865082377951561,174.01666666666668,163,0.004812452622596477
1,9,pond_1_cycle_9,5,0.2,1.2545454545454546,11,22,69,0.1864104179794161,1.443939393939393,1.5937952941917906,0.5894444444444444,6.977777777777778,0.5899855894471594,0.9070754083234963,4.159420289855072,5.699905026055509,0.1562464658422889,0,-0.10846503804354271,184.87142857142857,155.5,0.003365890832660179
1,10,pond_1_cycle_10,5,0.18181818181818182,0.7121212121212122,12,24,47,0.19194205522861021,1.9061868686868684,1.0164164591811808,0.5272727272727273,6.363636363636363,1.0789676018047802,0.9296654612845472,6.127659574468085,7.733656037585204,0.11586176291380335,0,-0.1820150338726142,175.22916666666666,171.5,0.0035171527197762143
1,11,pond_1_cycle_11,5,0.3392857142857143,1.4642857142857142,8,19,41,0.11897679952409278,1.037657920310982,1.6396527636247382,0.3140589569160997,3.3095238095238093,1.8041007341240327,0.9330137889843942,5.804878048780488,10.693969123284212,0.2963292540088359,0,-0.09679523998429906,113.61904761904762,119,0.004719042428686953
1,12,pond_1_cycle_12,4,0.2777777777777778,1.5555555555555556,9,20,56,0.25829081632653056,1.2660879629629624,1.6012450935325502,0.27455357142857134,3.875,1.4865132002511487,0.8659586735378764,4.517857142857143,4.216810821757778,-0.03446568573859204,0,-0.06796249466171393,189.7719298245614,180,0.0036050303487024666
